# page_id, page_title, page_namespace, rev_id, rev_timestamp, rev_datetime, text_id, txt, txt_ru
'140673', 'Гл_ru_6°a-сяСВ', '10', '146047', '20191005054810', '2019/10/05 05:48:10', '146017', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}усь\n|Я (прош.)  ={{{основа}}}ался<br />{{{основа}}}алась\n|Мы         ={{{основа1}}}емся\n|Мы (прош.) ={{{основа}}}ались\n|Мы (повел.) ={{{основа1}}}емся <br />{{{основа1}}}емтесь\n|Ты         ={{{основа1}}}ешься\n|Ты (прош.) ={{{основа}}}ался<br />{{{основа}}}алась\n|Ты (повел.)={{{основа1}}}ись\n|Вы         ={{{основа1}}}етесь\n|Вы (прош.) ={{{основа}}}ались\n|Вы (повел.)={{{основа1}}}итесь\n|Он/она/оно ={{{основа1}}}ется\n|Он/она/оно (прош.)={{{основа}}}ался<br />{{{основа}}}алась<br />{{{основа}}}алось\n|Они        ={{{основа1}}}утся\n|Они (прош.)={{{основа}}}ались\n|Прич = {{{основа}}}авшийся\n|Деепр = {{{основа}}}авшись\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=6°a\n|вид=с\n|возвратный=1\n|НП=1\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'141021', 'Гл_ru_3°a(6)СВ', '10', '146400', '20191005053804', '2019/10/05 05:38:04', '146370', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа}}}ну\n|Я (прош.) ={{{основа}}}<br />{{{основа}}}ла\n|Мы ={{{основа}}}нем\n|Мы (прош.) ={{{основа}}}ли\n|Мы (повел.) ={{{основа}}}нем <br />{{{основа}}}немте\n|Ты ={{{основа}}}нешь\n|Ты (прош.) ={{{основа}}}<br />{{{основа}}}ла\n|Ты (повел.)={{{основа}}}ни\n|Вы ={{{основа}}}нете\n|Вы (прош.) ={{{основа}}}ли\n|Вы (повел.)={{{основа}}}ните\n|Он/она/оно ={{{основа}}}нет\n|Он/она/оно (прош.)={{{основа}}}<br />{{{основа}}}ла<br />{{{основа}}}ло\n|Они ={{{основа}}}нут\n|Они (прош.)={{{основа}}}ли\n|Прич   = {{{основа}}}нувший\n|Деепр  = {{{основа}}}нув, {{{основа}}}нувши\n|ПричСтрад = {{{основа}}}нутый\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=3°a(6)\n|вид=с\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n|зачин={{{зачин|}}}\n|коммент={{{коммент|}}}\n}}', NULL
'141605', 'Гл_ru_4b/c\"-сяСВ', '10', '146992', '20191005054131', '2019/10/05 05:41:31', '146962', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}у́сь\n|Я (прош.) ={{{основа}}}и́лся́<br />{{{основа}}}и́ла́сь\n|Мы ={{{основа}}}и́мся\n|Мы (прош.) ={{{основа}}}и́ли́сь\n|Мы (повел.) ={{{основа}}}и́мся <br />{{{основа}}}и́мтесь\n|Ты ={{{основа}}}и́шься\n|Ты (прош.) ={{{основа}}}и́лся́<br />{{{основа}}}и́ла́сь\n|Ты (повел.)={{{основа}}}и́сь\n|Вы ={{{основа}}}и́тесь\n|Вы (прош.) ={{{основа}}}и́ли́сь\n|Вы (повел.)={{{основа}}}и́тесь\n|Он/она/оно ={{{основа}}}и́тся\n|Он/она/оно (прош.)={{{основа}}}и́лся́<br />{{{основа}}}и́ла́сь<br />{{{основа}}}и́ло́сь\n|Они ={{{основа}}}я́тся\n|Они (прош.)={{{основа}}}и́ли́сь\n|Прич = {{{основа}}}и́вшийся\n|Деепр = {{{основа}}}и́вшись\n|Будущее = буду/будешь… {{{основа}}}и́ться\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=4b/c\"\n|вид=с\n|НП=1\n|возвратный=1\n|коммент=В личных формах прошедшего времени допустимы два варианта ударения.\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'141642', 'Гл_ru_^b/c((1))СВ', '10', '147029', '20191005053012', '2019/10/05 05:30:12', '146999', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа}}}а́м\n|Я (прош.)  ={{{основа1}}}а́л<br />{{{основа}}}ала́\n|Мы         ={{{основа}}}ади́м\n|Мы (прош.) ={{{основа1}}}а́ли\n|Мы (повел.) ={{{основа}}}ади́м <br />{{{основа}}}ади́мте\n|Ты         ={{{основа}}}а́шь\n|Ты (прош.) ={{{основа1}}}а́л<br />{{{основа}}}ала́\n|Ты (повел.)={{{основа}}}а́й\n|Вы         ={{{основа}}}ади́те\n|Вы (прош.) ={{{основа1}}}а́ли\n|Вы (повел.)={{{основа}}}а́йте\n|Он/она/оно ={{{основа}}}а́ст\n|Он/она/оно (прош.)={{{основа1}}}а́л<br />{{{основа}}}ала́<br />{{{основа1}}}а́ло\n|Они        ={{{основа}}}аду́т\n|Они (прош.)={{{основа1}}}а́ли\n|Прич   = {{{основа}}}а́вший\n|Деепр  = {{{основа}}}а́в, {{{основа}}}а́вши\n|ПричСтрад  = {{{основа2|{{{основа1}}}}}}анный\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=^b/c((1))\n|зализняк=^b/c[(1)]\n|вид=с\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'141976', 'Гл_ia', '10', '147365', '20140825083631', '2014/08/25 08:36:31', '147335', '<noinclude>{{semiprotected|nocat=1}}</noinclude><b>{{{слоги|}}}</b>\n\nГлагол.{{#ifeq:{{NAMESPACE}}|{{ns:Template}}||<includeonly>[[Категория:Глаголы интерлингва]]</includeonly>}}<noinclude>[[Категория:Шаблоны словоизменений/ia]]</noinclude>', NULL
'142008', 'Гл_ru_14c/b-сяСВ', '10', '147397', '20191005053228', '2019/10/05 05:32:28', '147367', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}у́сь\n|Я (прош.) ={{{основа}}}я́лся́<br />{{{основа}}}яла́сь\n|Мы ={{{основа2}}}емся\n|Мы (прош.) ={{{основа}}}яли́сь\n|Мы (повел.) ={{{основа2}}}емся <br />{{{основа2}}}емтесь\n|Ты ={{{основа2}}}ешься\n|Ты (прош.) ={{{основа}}}я́лся́<br />{{{основа}}}яла́сь\n|Ты (повел.)={{{основа1}}}и́сь\n|Вы ={{{основа2}}}етесь\n|Вы (прош.) ={{{основа}}}яли́сь\n|Вы (повел.)={{{основа1}}}и́тесь\n|Он/она/оно ={{{основа2}}}ется\n|Он/она/оно (прош.)={{{основа}}}я́лся́<br />{{{основа}}}яла́сь<br />{{{основа}}}яло́сь\n|Они ={{{основа2}}}утся\n|Они (прош.)={{{основа}}}яли́сь\n|Прич = {{{основа}}}я́вшийся\n|Деепр = {{{основа}}}я́вшись\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=14c/b\n|вид=с\n|возвратный=1\n|НП=1\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n|коммент=В форме прош. вр. мужского рода наравне с формой «\'\'{{{основа}}}я́лся\'\'» возможна также и форма «\'\'{{{основа}}}ялся́\'\'»{{{коммент|}}}.\n}}', NULL
'142174', 'Гл_ru_5a-ж', '10', '147564', '20150316131715', '2015/03/16 13:17:15', '147534', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}у\n|Я (прош.)  ={{{основа}}}ел<br />{{{основа}}}ела\n|Мы         ={{{основа}}}им\n|Мы (прош.) ={{{основа}}}ели\n|Ты         ={{{основа}}}ишь\n|Ты (прош.) ={{{основа}}}ел<br />{{{основа}}}ела\n|Ты (повел.)={{{основа}}}и\n|Вы         ={{{основа}}}ите\n|Вы (прош.) ={{{основа}}}ели\n|Вы (повел.)={{{основа}}}ите\n|Он/она/оно ={{{основа}}}ит\n|Он/она/оно (прош.)={{{основа}}}ел<br />{{{основа}}}ела<br />{{{основа}}}ело\n|Они        ={{{основа}}}ят\n|Они (прош.)={{{основа}}}ели\n|ПричНаст   = {{{основа}}}ящий\n|ПричПрош   = {{{основа}}}евший\n|ДеепрНаст  = {{{основа}}}я\n|ПричСтрад={{{основа}}}имый\n|Будущее    = буду/будешь… {{{основа}}}еть\n|Инфинитив = {{{основа}}}еть\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5a\n|вид=н\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'142175', 'Гл_ru_5aXСВ', '10', '147565', '20191005054238', '2019/10/05 05:42:38', '147535', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}у\n|Я (прош.)  ={{{основа}}}ел<br />{{{основа}}}ела\n|Мы         ={{{основа}}}им\n|Мы (прош.) ={{{основа}}}ели\n|Мы (повел.) ={{{основа}}}им <br />{{{основа}}}имте\n|Ты         ={{{основа}}}ишь\n|Ты (прош.) ={{{основа}}}ел<br />{{{основа}}}ела\n|Ты (повел.)={{{основа}}}и\n|Вы         ={{{основа}}}ите\n|Вы (прош.) ={{{основа}}}ели\n|Вы (повел.)={{{основа}}}ите\n|Он/она/оно ={{{основа}}}ит\n|Он/она/оно (прош.)={{{основа}}}ел<br />{{{основа}}}ела<br />{{{основа}}}ело\n|Они        ={{{основа}}}ят\n|Они (прош.)={{{основа}}}ели\n|Прич   = {{{основа}}}евший\n|Деепр  = {{{основа}}}ев, {{{основа}}}евши\n|ПричСтрад  = —\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5a\n|вид=с\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'142203', 'Гл_tt_-и_-яр', '10', '147593', '20150625105132', '2015/06/25 10:51:32', '147563', '{{спряжение tt\n|inf-rga={{{основа}}}яргә\n|inf-rga-otr={{{основа}}}мәскә\n|inf-mak={{{основа}}}мәк\n|imyad={{{основа}}}ю\n|imyad-otr={{{основа}}}мәү\n|prich-nast={{{основа}}}юче\n|prich-nast-otr={{{основа}}}мәүче\n|prich-prosh={{{основа}}}гән\n|prich-prosh-otr={{{основа}}}мәгән\n|prich-bud-achaq={{{основа}}}ячәк\n|prich-bud-achaq-otr={{{основа}}}мәячәк\n|prich-bud-asi={{{основа}}}ясе\n|prich-bud-asi-otr={{{основа}}}мисе\n|prich-bud-r={{{основа}}}яр\n|prich-bud-r-otr={{{основа}}}мәс\n|deepr-sop={{{основа}}}еп\n|deepr-sop-otr={{{основа}}}мичә\n|deepr-pred={{{основа}}}гәнче\n|deepr-pred-otr={{{основа}}}мәгәнче\n|deepr-post={{{основа}}}гәч\n|deepr-post-otr={{{основа}}}мәгәч\n|tb-min={{{основа}}}м\n|tb-sin={{{основа}}}\n|tb-ul={{{основа}}}сен\n|tb-bez={{{основа}}}к\n|tb-sez={{{основа}}}гез\n|tb-alar={{{основа}}}сеннәр\n|tbkr-min={{{основа}}}мим\n|tbkr-sin={{{основа}}}мә\n|tbkr-ul={{{основа}}}мәсен\n|tbkr-bez={{{основа}}}мик\n|tbkr-sez={{{основа}}}мәгез\n|tbkr-alar={{{основа}}}мәсеннәр\n|sh-min={{{основа}}}сәм\n|sh-sin={{{основа}}}сәң\n|sh-ul={{{основа}}}сә\n|sh-bez={{{основа}}}сәк\n|sh-sez={{{основа}}}сәгез\n|sh-alar={{{основа}}}сәләр\n|shkr-min={{{основа}}}мәсәм\n|shkr-sin={{{основа}}}мәсәң\n|shkr-ul={{{основа}}}мәсә\n|shkr-bez={{{основа}}}мәсәк\n|shkr-sez={{{основа}}}мәсәгез\n|shkr-alar={{{основа}}}мәсәләр\n|hz-min={{{основа}}}м\n|hz-sin={{{основа}}}сең\n|hz-ul={{{основа}}}\n|hz-bez={{{основа}}}без\n|hz-sez={{{основа}}}сез\n|hz-alar={{{основа}}}ләр\n|hzkr-min={{{основа}}}мим\n|hzkr-sin={{{основа}}}мисең\n|hzkr-ul={{{основа}}}ми\n|hzkr-bez={{{основа}}}мибез\n|hzkr-sez={{{основа}}}мисез\n|hzkr-alar={{{основа}}}миләр\n|blglut-min={{{основа}}}дем\n|blglut-sin={{{основа}}}дең\n|blglut-ul={{{основа}}}де\n|blglut-bez={{{основа}}}дек\n|blglut-sez={{{основа}}}дегез\n|blglut-alar={{{основа}}}де(ләр)\n|blglutkr-min={{{основа}}}мәдем\n|blglutkr-sin={{{основа}}}мәдең\n|blglutkr-ul={{{основа}}}мәде\n|blglutkr-bez={{{основа}}}мәдек\n|blglutkr-sez={{{основа}}}мәдегез\n|blglutkr-alar={{{основа}}}мәде(ләр)\n|blgsut-min={{{основа}}}гәнмен\n|blgsut-sin={{{основа}}}гәнсең\n|blgsut-ul={{{основа}}}гән\n|blgsut-bez={{{основа}}}гәнбез\n|blgsut-sez={{{основа}}}гәнсез\n|blgsut-alar={{{основа}}}гәннәр\n|blgsutkr-min={{{основа}}}мәгәнмен\n|blgsutkr-sin={{{основа}}}мәгәнсең\n|blgsutkr-ul={{{основа}}}мәгән\n|blgsutkr-bez={{{основа}}}мәгәнбез\n|blgsutkr-sez={{{основа}}}мәгәнсез\n|blgsutkr-alar={{{основа}}}мәгәннәр\n|blglkl-min={{{основа}}}ячәкмен\n|blglkl-sin={{{основа}}}ячәксең\n|blglkl-ul={{{основа}}}ячәк\n|blglkl-bez={{{основа}}}ячәкбез\n|blglkl-sez={{{основа}}}ячәксез\n|blglkl-alar={{{основа}}}ячәкләр\n|blglklkr-min={{{основа}}}мәячәкмен\n|blglklkr-sin={{{основа}}}мәячәксең\n|blglklkr-ul={{{основа}}}мәячәк\n|blglklkr-bez={{{основа}}}мәячәкбез\n|blglklkr-sez={{{основа}}}мәячәксез\n|blglklkr-alar={{{основа}}}мәячәкләр\n|blgskl-min={{{основа}}}ярмен\n|blgskl-sin={{{основа}}}ярсең\n|blgskl-ul={{{основа}}}яр\n|blgskl-bez={{{основа}}}ярбез\n|blgskl-sez={{{основа}}}ярсез\n|blgskl-alar={{{основа}}}ярләр\n|blgsklkr-min={{{основа}}}мәм(ен)\n|blgsklkr-sin={{{основа}}}мәссең\n|blgsklkr-ul={{{основа}}}мәс\n|blgsklkr-bez={{{основа}}}мәбез\n|blgsklkr-sez={{{основа}}}мәссез\n|blgsklkr-alar={{{основа}}}мәсләр\n}}\n{{гл tt\n|слоги={{{слоги|{{PAGENAME}}}}}\n|alt={{{alt|}}}\n}}', NULL
'143619', 'Гл_ru_5b-м', '10', '149009', '20150316131610', '2015/03/16 13:16:10', '148979', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}лю́\n|Я (прош.)  ={{{основа}}}е́л<br />{{{основа}}}е́ла\n|Мы         ={{{основа}}}и́м\n|Мы (прош.) ={{{основа}}}е́ли\n|Ты         ={{{основа}}}и́шь\n|Ты (прош.) ={{{основа}}}е́л<br />{{{основа}}}е́ла\n|Ты (повел.)={{{основа}}}и́\n|Вы         ={{{основа}}}и́те\n|Вы (прош.) ={{{основа}}}е́ли\n|Вы (повел.)={{{основа}}}и́те\n|Он/она/оно ={{{основа}}}и́т\n|Он/она/оно (прош.)={{{основа}}}е́л<br />{{{основа}}}е́ла<br />{{{основа}}}е́ло\n|Они        ={{{основа}}}я́т\n|Они (прош.)={{{основа}}}е́ли\n|ПричНаст   = {{{основа}}}я́щий\n|ПричПрош   = {{{основа}}}е́вший\n|ДеепрНаст  = {{{основа}}}я́\n|ДеепрПрош  = {{{основа}}}е́в, {{{основа}}}е́вши\n|ПричСтрад  = {{{основа}}}и́мый\n|Будущее    = буду/будешь… {{{основа}}}е́ть\n|Инфинитив = {{{основа}}}е́ть\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5b\n|вид=н\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'143904', 'Гл_ru_2a-сяСВ', '10', '149294', '20191005053738', '2019/10/05 05:37:38', '149264', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа1}}}юсь\n|Я (прош.)  ={{{основа}}}лся<br />{{{основа}}}лась\n|Мы         ={{{основа1}}}емся\n|Мы (прош.) ={{{основа}}}лись\n|Мы (повел.) ={{{основа1}}}емся <br />{{{основа1}}}емтесь\n|Ты         ={{{основа1}}}ешься\n|Ты (прош.) ={{{основа}}}лся<br />{{{основа}}}лась\n|Ты (повел.)={{{основа1}}}йся\n|Вы         ={{{основа1}}}етесь\n|Вы (прош.) ={{{основа}}}лись\n|Вы (повел.)={{{основа1}}}йтесь\n|Он/она/оно ={{{основа1}}}ется\n|Он/она/оно (прош.)={{{основа}}}лся<br />{{{основа}}}лась<br />{{{основа}}}лось\n|Они        ={{{основа1}}}ются\n|Они (прош.)={{{основа}}}лись\n|Прич       = {{{основа}}}вшийся\n|Деепр      = {{{основа}}}вшись\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=2a\n|вид=с\n|возвратный=1\n|НП=1\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'143930', 'Гл_ru_5c\'^-тСВ', '10', '149320', '20191005054755', '2019/10/05 05:47:55', '149290', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа2}}}у́\n|Я (прош.)  ={{{основа}}}е́л<br />{{{основа}}}е́ла\n|Мы         ={{{основа}}}и́м\n|Мы (прош.) ={{{основа}}}е́ли\n|Мы (повел.) ={{{основа}}}и́м <br />{{{основа}}}и́мте\n|Ты         ={{особ.ф.|{{{основа1}}}ешь}}\n|Ты (прош.) ={{{основа}}}е́л<br />{{{основа}}}е́ла\n|Ты (повел.)={{{основа}}}и́\n|Вы         ={{{основа}}}и́те\n|Вы (прош.) ={{{основа}}}е́ли\n|Вы (повел.)={{{основа}}}и́те\n|Он/она/оно ={{особ.ф.|{{{основа1}}}ет}}\n|Он/она/оно (прош.)={{{основа}}}е́л<br />{{{основа}}}е́ла<br />{{{основа}}}е́ло\n|Они        ={{{основа}}}я́т\n|Они (прош.)={{{основа}}}е́ли\n|Прич   = {{{основа}}}е́вший\n|Деепр  = {{{основа}}}е́в, {{{основа}}}е́вши\n|ПричСтрад = {{{ПричСтрад|{{особ.ф.|{{{основа1}}}енный}}}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5c\'^\n|вид=с\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'144225', 'Гл_ru_4c-л-ся', '10', '149618', '20150316131802', '2015/03/16 13:18:02', '149586', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа}}}лю́сь\n|Я (прош.)  ={{{основа}}}и́лся<br />{{{основа}}}и́лась\n|Мы         ={{{основа1}}}имся\n|Мы (прош.) ={{{основа}}}и́лись\n|Ты         ={{{основа1}}}ишься\n|Ты (прош.) ={{{основа}}}и́лся<br />{{{основа}}}и́лась\n|Ты (повел.)={{{основа}}}и́сь\n|Вы         ={{{основа1}}}итесь\n|Вы (прош.) ={{{основа}}}и́лись\n|Вы (повел.)={{{основа}}}и́тесь\n|Он/она/оно ={{{основа1}}}ится\n|Он/она/оно (прош.)={{{основа}}}и́лся<br />{{{основа}}}и́лась<br />{{{основа}}}и́лось\n|Они        ={{{основа1}}}ятся\n|Они (прош.)={{{основа}}}и́лись\n|ПричНаст   = {{{основа}}}я́щийся\n|ПричПрош   = {{{основа}}}и́вшийся\n|ДеепрНаст  = {{{основа}}}я́сь\n|ДеепрПрош  = {{{основа}}}и́вшись\n|Будущее    = буду/будешь… {{{основа}}}и́ться\n|Инфинитив = {{{основа}}}и́ться\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=4c\n|НП=1\n|возвратный=1\n|вид={{#if:{{{2в|}}}|2|н}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'144343', 'Гл_be_5b-ш', '10', '149737', '20110430181653', '2011/04/30 18:16:53', '149705', '{{спряжения\n|Я          ={{{основа}}}у́\n|Я (прош.)  ={{{основа}}}а́ў, {{{основа}}}а́ла\n|Мы         ={{{основа}}}́ым\n|Мы (прош.) ={{{основа}}}а́лі\n|Ты         ={{{основа}}}ы́ш\n|Ты (прош.) ={{{основа}}}а́ў, {{{основа}}}а́ла\n|Ты (повел.)={{{основа}}}ы́\n|Вы         ={{{основа}}}ы́це\n|Вы (прош.) ={{{основа}}}а́лі\n|Вы (повел.)={{{основа}}}ы́це\n|Он/она/оно ={{{основа}}}ы́ць\n|Он/она/оно (прош.)={{{основа}}}а́ў<br />{{{основа}}}а́ла<br />{{{основа}}}а́ла\n|Они        ={{{основа}}}а́ць\n|Они (прош.)={{{основа}}}а́лі\n|ПричНаст   = {{{основа}}}а́чы\n|ПричПрош   = {{{основа}}}а́ўшы\n|ДеепрНаст  = {{#if:{{{Деепр|}}}|{{{Деепр}}}|{{{основа}}}а́ ?}}  \n|ПричСтрад  = - <!--{{#if:{{{НП|}}}|-|{{{основа}}}и́мый}}--> \n|Будущее    = буду/будзе... {{{основа}}}а́ць\n}}\n{{#if:{{{show-text|}}}\n|<b>{{{слоги| }}}</b>\n\nГлагол, несовершенный вид, {{#if:{{{НП|}}}|не}}переходный. &#160; \n[[Категория:Несовершенный вид]]\n[[Категория:{{#if:{{{НП|}}}|Неп|П}}ереходные глаголы]]}}<noinclude>\n[[Категория:Шаблоны словоизменений/be/Глаголы|{{PAGENAME}}]]</noinclude>', NULL
'144402', 'Гл_ru_^b/c-сяСВ', '10', '149797', '20191005053002', '2019/10/05 05:30:02', '149765', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа}}}мся\n|Я (прош.)  ={{{основа}}}лся<br />{{{основа1}}}ла́сь\n|Мы         ={{{основа1}}}ди́мся\n|Мы (прош.) ={{{основа}}}ли́сь\n|Мы (повел.) ={{{основа1}}}ди́мся <br />{{{основа1}}}ди́мтесь\n|Ты         ={{{основа}}}шься\n|Ты (прош.) ={{{основа}}}лся<br />{{{основа1}}}ла́сь\n|Ты (повел.)={{{основа}}}йся\n|Вы         ={{{основа1}}}ди́тесь\n|Вы (прош.) ={{{основа}}}ли́сь\n|Вы (повел.)={{{основа}}}йтесь\n|Он/она/оно ={{{основа}}}стся\n|Он/она/оно (прош.)={{{основа}}}лся<br />{{{основа1}}}ла́сь<br />{{{основа1}}}ло́сь\n|Они        ={{{основа1}}}ду́тся\n|Они (прош.)={{{основа}}}ли́сь\n|Прич   = {{{основа}}}вшийся\n|Деепр  = {{{основа}}}вшись\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=^b/c\n|вид=с\n|возвратный=1\n|НП=1\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'144438', 'Гл_ru_5a-ш-иСВ', '10', '149833', '20191005054218', '2019/10/05 05:42:18', '149801', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа}}}у\n|Я (прош.)  ={{{основа}}}ал<br />{{{основа}}}ала\n|Мы         ={{{основа}}}им\n|Мы (прош.) ={{{основа}}}али\n|Мы (повел.) ={{{основа}}}им <br />{{{основа}}}имте\n|Ты         ={{{основа}}}ишь\n|Ты (прош.) ={{{основа}}}ал<br />{{{основа}}}ала\n|Ты (повел.)={{{основа}}}и\n|Вы         ={{{основа}}}ите\n|Вы (прош.) ={{{основа}}}али\n|Вы (повел.)={{{основа}}}ите\n|Он/она/оно ={{{основа}}}ит\n|Он/она/оно (прош.)={{{основа}}}ал<br />{{{основа}}}ала<br />{{{основа}}}ало\n|Они        ={{{основа}}}ат\n|Они (прош.)={{{основа}}}али\n|Прич   = {{{основа}}}авший\n|Деепр  = {{{основа}}}ав, {{{основа}}}авши\n|ПричСтрад  = {{{основа}}}анный\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5a\n|вид=с\n|НП={{{НП|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'144570', 'Гл_ru_5c\'^-т-сяСВ', '10', '149966', '20191005054754', '2019/10/05 05:47:54', '149934', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа2}}}у́сь\n|Я (прош.)  ={{{основа}}}е́лся<br />{{{основа}}}е́лась\n|Мы         ={{{основа}}}и́мся\n|Мы (прош.) ={{{основа}}}е́лись\n|Мы (повел.) ={{{основа}}}и́мся <br />{{{основа}}}и́мтесь\n|Ты         ={{особ.ф.|{{{основа1}}}ешься}}\n|Ты (прош.) ={{{основа}}}е́лся<br />{{{основа}}}е́лась\n|Ты (повел.)={{{основа}}}и́сь\n|Вы         ={{{основа}}}и́тесь\n|Вы (прош.) ={{{основа}}}е́лись\n|Вы (повел.)={{{основа}}}и́тесь\n|Он/она/оно ={{особ.ф.|{{{основа1}}}ется}}\n|Он/она/оно (прош.)={{#if:{{{безличный|}}}||{{{основа}}}е́лся<br />{{{основа}}}е́лась<br />}}{{{основа}}}е́лось\n|Они        ={{{основа}}}я́тся\n|Они (прош.)={{{основа}}}е́лись\n|Прич       = {{{основа}}}е́вшийся\n|Деепр      = {{{основа}}}е́вшись\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5c\'^\n|вид=с\n|НП=1\n|возвратный=1\n|безличный={{{безличный|}}}\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
'144640', 'Гл_ru_5a-сяСВ', '10', '150037', '20210831174217', '2021/08/31 17:42:17', '150005', '{{Гл-блок\n<noinclude>|шаблон-кат=1</noinclude>\n|Я          ={{{основа}}}юсь\n|Я (прош.)  ={{{основа}}}елся<br />{{{основа}}}елась\n|Мы         ={{{основа}}}имся\n|Мы (прош.) ={{{основа}}}елись\n|Мы (повел.) ={{{основа}}}имся <br />{{{основа}}}имтесь\n|Ты         ={{{основа}}}ишься\n|Ты (прош.) ={{{основа}}}елся<br />{{{основа}}}елась\n|Ты (повел.)={{{основа}}}ись\n|Вы         ={{{основа}}}итесь\n|Вы (прош.) ={{{основа}}}елись\n|Вы (повел.)={{{основа}}}итесь\n|Он/она/оно ={{{основа}}}ится\n|Он/она/оно (прош.)={{{основа}}}елся<br />{{{основа}}}елась<br />{{{основа}}}елось\n|Они        ={{{основа}}}ятся\n|Они (прош.)={{{основа}}}елись\n|Прич   = {{{основа}}}евшийся\n|Деепр  = {{{основа}}}евшись\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|дореф={{{дореф|}}}\n|спряжение=5a\n|вид=с\n|возвратный=1\n|НП=1\n|соотв={{{соотв|}}}\n|соотв-мн={{{соотв-мн|}}}\n}}', NULL
