# page_id, page_title, page_namespace, rev_id, rev_timestamp, rev_datetime, text_id, txt, txt_ru
'144083', 'Сущ_es_=', '10', '149476', '20070906145200', '2007/09/06 14:52:00', '149444', '{{сущ es\n|{{{1|{{PAGENAME}}}}}\n|{{{1|{{PAGENAME}}}}}\n|слоги={{{слоги|{{{1|{{PAGENAME}}}}}}}}\n|род={{{род|??}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/es]]</noinclude>', NULL
'12220', 'Сущ_es_s', '10', '15432', '20070907074653', '2007/09/07 07:46:53', '15416', '{{сущ es|{{{1}}}|{{{1}}}s|слоги={{{слоги|{{{1|{{PAGENAME}}}}}}}}|род={{{род|??}}}}}<noinclude>[[Категория:Шаблоны словоизменений/es]]</noinclude>', NULL
'12222', 'Сущ_es_es', '10', '15434', '20070907074700', '2007/09/07 07:47:00', '15418', '{{сущ es|{{{1}}}|{{{1}}}es|слоги={{{слоги|{{{1|{{PAGENAME}}}}}}}}|род={{{род|??}}}}}<noinclude>[[Категория:Шаблоны словоизменений/es]]</noinclude>', NULL
'146131', 'Сущ_el_ος', '10', '151541', '20070925071333', '2007/09/25 07:13:33', '151508', '#REDIRECT [[Шаблон:сущ el m ος]]', NULL
'146208', 'Сущ_el_ός', '10', '151619', '20070926120624', '2007/09/26 12:06:24', '151586', '#REDIRECT [[Шаблон:сущ el m ός]]', NULL
'146214', 'Сущ_el_ί', '10', '151625', '20070926152829', '2007/09/26 15:28:29', '151592', '#REDIRECT [[Шаблон:сущ el n ί]]', NULL
'146332', 'Сущ_it_m_o_-', '10', '151743', '20070927111441', '2007/09/27 11:14:41', '151710', '#REDIRECT [[Шаблон:сущ it m -]]', NULL
'12410', 'Сущ_cs_dě_s1', '10', '15626', '20071001065531', '2007/10/01 06:55:31', '15610', '{{падежи cs\n|nom-sg={{{1}}}dě\n|nom-pl={{{1}}}ďata\n|gen-sg={{{1}}}děte\n|gen-pl={{{1}}}ďat\n|dat-sg={{{1}}}děti\n|dat-pl={{{1}}}ďatům\n|acc-sg={{{1}}}dě\n|acc-pl={{{1}}}ďata\n|voc-sg={{{1}}}dě\n|voc-pl={{{1}}}ďata\n|loc-sg={{{1}}}děti\n|loc-pl={{{1}}}ďatech\n|ins-sg={{{1}}}dětem\n|ins-pl={{{1}}}ďaty\n}}\n\n<b>{{{слоги|{{{nom-sg|}}}}}}</b>\n\nСуществительное, {{{род|??}}} род.{{#ifeq:{{NAMESPACE}}|{{ns:Template}}||<includeonly>[[Категория:Чешские существительные]]</includeonly>}}<noinclude>[[Категория:Шаблоны словоизменений/cs]]</noinclude>', NULL
'114587', 'Сущ_cs_za_f1', '10', '119813', '20071001070039', '2007/10/01 07:00:39', '119792', '{{падежи cs\n|nom-sg={{{1}}}a\n|nom-pl={{{1}}}y\n|gen-sg={{{1}}}y\n|gen-pl={{{1}}}\n|dat-sg={{{1}}}e\n|dat-pl={{{1}}}ám\n|acc-sg={{{1}}}u\n|acc-pl={{{1}}}y\n|voc-sg={{{1}}}o\n|voc-pl={{{1}}}y\n|loc-sg={{{1}}}e\n|loc-pl={{{1}}}ách\n|ins-sg={{{1}}}ou\n|ins-pl={{{1}}}ami\n}}\n<b>{{{слоги|{{{nom-sg|}}}}}}</b>\n\nСуществительное, {{{род|женский}}} род.{{#ifeq:{{NAMESPACE}}|{{ns:Template}}||<includeonly>[[Категория:Чешские существительные]]</includeonly>}}<noinclude>[[Категория:Шаблоны словоизменений/cs]]</noinclude>', NULL
'100683', 'Сущ_cs_ra_f1', '10', '105798', '20071001070113', '2007/10/01 07:01:13', '105777', '{{падежи cs\n|nom-sg={{{1}}}ra\n|nom-pl={{{1}}}ry\n|gen-sg={{{1}}}ry\n|gen-pl={{{1}}}r\n|dat-sg={{{1}}}ře\n|dat-pl={{{1}}}rám\n|acc-sg={{{1}}}ru\n|acc-pl={{{1}}}ry\n|voc-sg={{{1}}}ro\n|voc-pl={{{1}}}ry\n|loc-sg={{{1}}}ře\n|loc-pl={{{1}}}rách\n|ins-sg={{{1}}}rou\n|ins-pl={{{1}}}rami\n}}\n<b>{{{слоги|{{{nom-sg|}}}}}}</b>\n\nСуществительное, {{{род|??}}} род.{{#ifeq:{{NAMESPACE}}|{{ns:Template}}||<includeonly>[[Категория:Чешские существительные]]</includeonly>}}<noinclude>[[Категория:Шаблоны словоизменений/cs]]</noinclude>', NULL
